0.0,7.313977420771177e-16,-1.4594565639041453e-15,0.0,7.313977420771177e-16,-1.4594565639041453e-15,0.0,7.313977420771177e-16,-1.4594565639041453e-15,0.0,7.313977420771177e-16,-1.4594565639041453e-15
1.6858393575178308e-17,7.261968836167705e-16,-1.4946236266360095e-15,-3.3716787150356615e-17,7.296641225903354e-16,-1.4946236266360095e-15,3.3716787150356615e-17,7.4898127344305e-16,-1.4946236266360095e-15,-6.743357430071323e-17,7.279305031035529e-16,-1.4473212274966686e-15
6.747129230525958e-17,7.261968836167705e-16,-1.4894227681756625e-15,-5.065061673462764e-17,7.261968836167705e-16,-1.4859555292020974e-15,6.750901030980595e-17,7.455140344694851e-16,-1.4876891486888797e-15,-8.444283989407696e-17,7.472476539562675e-16,-1.4876891486888797e-15
8.448055789862331e-17,7.4898127344305e-16,-1.4807546707417503e-15,-8.448055789862331e-17,7.4898127344305e-16,-1.4772874317681856e-15,1.0137666947834799e-16,7.40313176009138e-16,-1.4772874317681856e-15,-1.3520661064234365e-16,7.437804149827027e-16,-1.4807546707417503e-15
1.0152754149653342e-16,7.472476539562675e-16,-1.4720865733078386e-15,-1.183859350717117e-16,7.472476539562675e-16,-1.4686193343342735e-15,1.3531976465598273e-16,7.333786980620085e-16,-1.4668857148474915e-15,-2.029419289794278e-16,7.420467954959206e-16,-1.4720865733078386e-15
1.5232903024934649e-16,7.4898127344305e-16,-1.4720865733078386e-15,-1.5236674825389286e-16,7.472476539562675e-16,-1.4686193343342735e-15,1.3562150869235362e-16,7.351123175487909e-16,-1.4634184758739264e-15,-1.6967775788362743e-16,7.420467954959206e-16,-1.4686193343342735e-15
1.8638527944062035e-16,7.437804149827027e-16,-1.4668857148474915e-15,-1.695646038699884e-16,7.420467954959206e-16,-1.4651520953607096e-15,1.6964003987908108e-16,7.316450785752262e-16,-1.4582176174135794e-15,-1.8691333150426935e-16,7.368459370355732e-16,-1.4616848563871443e-15
1.8680017749063027e-16,7.420467954959206e-16,-1.4634184758739264e-15,-2.205169646409869e-16,7.455140344694851e-16,-1.4651520953607096e-15,1.7001721992454467e-16,7.316450785752262e-16,-1.3697304448929524e-15,-2.2104501670463585e-16,7.351123175487909e-16,-1.4564839979267974e-15
2.3779025626617517e-16,7.437804149827027e-16,-1.4634184758739264e-15,-2.3786569227526787e-16,7.437804149827027e-16,-1.461684856387144e-15,1.8725279354518654e-16,6.874014923149123e-16,-1.1955859881163555e-15,-2.215353507637385e-16,7.333786980620085e-16,-1.3679968254061694e-15
2.2145991475464581e-16,7.40313176009138e-16,-1.459951236900362e-15,-2.7211053148927345e-16,7.40313176009138e-16,-1.4582176174135794e-15,1.7080929802001816e-16,7.316450785752263e-16,-1.1955859881163555e-15,-2.388840783980195e-16,7.333786980620085e-16,-1.1938523686295727e-15
2.2195024881374846e-16,7.385795565223556e-16,-1.4564839979267974e-15,-2.5585562598683687e-16,7.40313176009138e-16,-1.4564839979267974e-15,1.8804487164066005e-16,6.874014923149123e-16,-1.1938523686295727e-15,-2.3941213046166846e-16,7.316450785752262e-16,-1.1938523686295727e-15
2.3929897644802943e-16,7.351123175487909e-16,-1.3697304448929522e-15,-2.564213960550322e-16,7.368459370355732e-16,-1.3697304448929522e-15,2.0531816326584837e-16,5.985956444398317e-16,-6.501071387404425e-16,-2.399401825253175e-16,6.003292639266141e-16,-6.518407582272249e-16
2.5668542208685675e-16,7.351123175487909e-16,-1.3697304448929522e-15,-2.569871661232276e-16,7.368459370355732e-16,-1.3697304448929522e-15,2.226291728955829e-16,6.003292639266141e-16,-6.535743777140071e-16,-2.404682345889665e-16,6.874014923149123e-16,-1.1938523686295727e-15
2.9096797930540875e-16,7.368459370355732e-16,-1.3697304448929522e-15,-2.744113297666013e-16,7.385795565223556e-16,-1.3697304448929522e-15,2.3997790052986396e-16,5.985956444398317e-16,-1.1938523686295727e-15,-2.409962866526155e-16,6.003292639266141e-16,-6.518407582272249e-16
2.9160918538269685e-16,7.368459370355732e-16,-1.3697304448929522e-15,-2.7501481783934304e-16,7.385795565223556e-16,-1.3697304448929522e-15,2.5736434616869123e-16,5.985956444398317e-16,-6.518407582272249e-16,-2.415243387162645e-16,6.003292639266141e-16,-6.535743777140071e-16
2.9225039145998496e-16,7.368459370355732e-16,-1.3697304448929522e-15,-2.7561830591208476e-16,7.385795565223556e-16,-1.3697304448929522e-15,2.5793011623688663e-16,6.003292639266141e-16,-6.518407582272249e-16,-2.420523907799135e-16,6.003292639266141e-16,-1.1938523686295727e-15
3.2660838468762966e-16,7.385795565223556e-16,-1.3697304448929522e-15,-2.930801875600048e-16,7.40313176009138e-16,-1.3697304448929522e-15,2.58495886305082e-16,5.985956444398317e-16,-6.535743777140071e-16,-2.425804428435626e-16,5.985956444398317e-16,-1.1938523686295727e-15
3.2732502677401046e-16,7.40313176009138e-16,-1.4564839979267974e-15,-3.2743818078764954e-16,7.420467954959206e-16,-1.3697304448929522e-15,2.42203262798099e-16,3.2758983923865747e-16,-1.1938523686295727e-15,-2.5996688848238986e-16,5.985956444398317e-16,-1.1938523686295727e-15
3.2804166886039127e-16,7.40313176009138e-16,-1.4564839979267974e-15,-3.2815482287403035e-16,7.420467954959206e-16,-1.3697304448929522e-15,2.42731314861748e-16,3.2585621975187526e-16,-1.1938523686295727e-15,-2.605326585505852e-16,6.003292639266141e-16,-6.535743777140071e-16
3.2875831094677207e-16,7.368459370355732e-16,-1.3697304448929522e-15,-3.120130713852328e-16,7.385795565223556e-16,-1.3679968254061696e-15,2.43259366925397e-16,3.2758983923865747e-16,-6.518407582272249e-16,-2.610984286187806e-16,6.003292639266141e-16,-6.535743777140071e-16
3.4633334660833123e-16,7.368459370355732e-16,-1.3697304448929522e-15,-3.1269199546706723e-16,7.385795565223556e-16,-1.3679968254061696e-15,2.606458125642244e-16,3.2758983923865747e-16,-6.535743777140071e-16,-2.61664198686976e-16,5.985956444398317e-16,-1.1938523686295727e-15
3.4708770669925836e-16,7.385795565223556e-16,-1.3697304448929522e-15,-2.965125259737234e-16,7.40313176009138e-16,-1.3679968254061696e-15,2.7806997620759804e-16,3.2585621975187526e-16,-1.1938523686295727e-15,-2.6222996875517136e-16,5.985956444398317e-16,-1.1955859881163555e-15
3.4784206679018544e-16,7.385795565223556e-16,-1.3697304448929522e-15,-2.802953384758331e-16,7.40313176009138e-16,-1.3679968254061696e-15,2.786734642803398e-16,3.2412260026509287e-16,-1.1938523686295727e-15,-2.627957388233667e-16,6.003292639266141e-16,-1.1938523686295727e-15
